Battle Tag,Total Points,Player Region,Points,Earned Summary
NoRage,19,Europe,4,Earned from Legend Ranking 437 in Europe from JUNE of 2018
NoRage,19,Europe,6,Earned from Legend Ranking 179 in Europe from APRIL of 2018
Perna,19,Americas,7,Earned from placing 16 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
Perna,19,Americas,4,Earned from Legend Ranking 400 in Europe from APRIL of 2018
Perna,19,Americas,4,Earned from Legend Ranking 248 in Americas from JUNE of 2018
Perna,19,Americas,4,Earned from Legend Ranking 242 in Americas from MAY of 2018
Piyobot,19,Asia-Pacific,9,Earned from Legend Ranking 65 in Americas from APRIL of 2018
Piyobot,19,Asia-Pacific,4,Earned from Legend Ranking 287 in Asia-Pacific from JUNE of 2018
Piyobot,19,Asia-Pacific,6,Earned from Legend Ranking 169 in Asia-Pacific from MAY of 2018
RaFaEl,19,Asia-Pacific,2,Earned from Legend Ranking 860 in Asia-Pacific from APRIL of 2018
RaFaEl,19,Asia-Pacific,1,Earned from Legend Ranking 1963 in Asia-Pacific from MAY of 2018
RaFaEl,19,Asia-Pacific,16,Earned from Legend Ranking 1 in Asia-Pacific from JUNE of 2018
Rooftrellen,19,Americas,9,Earned from Legend Ranking 95 in Americas from MAY of 2018
Rooftrellen,19,Americas,4,Earned from Legend Ranking 389 in Americas from APRIL of 2018
Rooftrellen,19,Americas,6,Earned from Legend Ranking 114 in Americas from JUNE of 2018
Ryder,19,Americas,1,Earned from Legend Ranking 9285 in Americas from APRIL of 2018
Ryder,19,Americas,9,Earned from Legend Ranking 74 in Americas from MAY of 2018
Ryder,19,Americas,9,Earned from Legend Ranking 59 in Americas from JUNE of 2018
Ryuuzu,19,Americas,2,Earned from Legend Ranking 808 in Americas from APRIL of 2018
Ryuuzu,19,Americas,2,Earned from Legend Ranking 529 in Americas from JUNE of 2018
Ryuuzu,19,Americas,15,Earned from Legend Ranking 24 in Americas from MAY of 2018
Ryuw,19,Europe,9,Earned from Legend Ranking 53 in Asia-Pacific from MAY of 2018
Ryuw,19,Europe,4,Earned from Legend Ranking 272 in Europe from JUNE of 2018
Ryuw,19,Europe,6,Earned from Legend Ranking 150 in Asia-Pacific from APRIL of 2018
SkyFrosty,19,Europe,9,Earned from Legend Ranking 94 in Asia-Pacific from APRIL of 2018
SkyFrosty,19,Europe,4,Earned from Legend Ranking 213 in Europe from MAY of 2018
SkyFrosty,19,Europe,6,Earned from Legend Ranking 157 in Americas from JUNE of 2018
SomiTequila,19,Europe,1,Earned from Legend Ranking 4726 in Americas from JUNE of 2018
SomiTequila,19,Europe,12,Earned from Legend Ranking 39 in Europe from MAY of 2018
SomiTequila,19,Europe,6,Earned from Legend Ranking 118 in Europe from APRIL of 2018
Stark,19,Americas,4,Earned from placing 23 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Stark,19,Americas,2,Earned from Legend Ranking 886 in Americas from APRIL of 2018
Stark,19,Americas,9,Earned from Legend Ranking 61 in Americas from MAY of 2018
Stark,19,Americas,4,Earned from Legend Ranking 231 in Asia-Pacific from JUNE of 2018
tenergy,19,Asia-Pacific,9,Earned from Legend Ranking 69 in Asia-Pacific from APRIL of 2018
tenergy,19,Asia-Pacific,4,Earned from Legend Ranking 209 in Asia-Pacific from MAY of 2018
tenergy,19,Asia-Pacific,6,Earned from Legend Ranking 127 in Asia-Pacific from JUNE of 2018
topopablo11,19,Americas,9,Earned from Legend Ranking 67 in Americas from MAY of 2018
topopablo11,19,Americas,4,Earned from Legend Ranking 288 in Americas from APRIL of 2018
topopablo11,19,Americas,6,Earned from Legend Ranking 126 in Europe from JUNE of 2018
totosh,19,Europe,9,Earned from Legend Ranking 73 in Europe from JUNE of 2018
totosh,19,Europe,4,Earned from Legend Ranking 318 in Europe from APRIL of 2018
totosh,19,Europe,6,Earned from Legend Ranking 191 in Americas from MAY of 2018
Weghuz,19,Europe,4,Earned from placing 31 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Weghuz,19,Europe,9,Earned from Legend Ranking 65 in Asia-Pacific from APRIL of 2018
Weghuz,19,Europe,2,Earned from Legend Ranking 614 in Europe from JUNE of 2018
Weghuz,19,Europe,4,Earned from Legend Ranking 286 in Americas from MAY of 2018
AlivZ,18,Europe,6,Earned from placing 14 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
AlivZ,18,Europe,2,Earned from Legend Ranking 637 in Americas from JUNE of 2018
AlivZ,18,Europe,4,Earned from Legend Ranking 449 in Europe from APRIL of 2018
AlivZ,18,Europe,6,Earned from Legend Ranking 130 in Europe from MAY of 2018
BlizzconJan,18,Europe,2,Earned from Legend Ranking 707 in Europe from APRIL of 2018
BlizzconJan,18,Europe,1,Earned from Legend Ranking 5713 in Asia-Pacific from JUNE of 2018
BlizzconJan,18,Europe,15,Earned from Legend Ranking 3 in Asia-Pacific from MAY of 2018
Bloody,18,Europe,6,Earned from Legend Ranking 197 in Europe from APRIL of 2018
Bloody,18,Europe,6,Earned from Legend Ranking 195 in Europe from JUNE of 2018
Bloody,18,Europe,6,Earned from Legend Ranking 154 in Europe from MAY of 2018
cowboys367,18,Americas,2,Earned from Legend Ranking 508 in Americas from MAY of 2018
cowboys367,18,Americas,4,Earned from Legend Ranking 463 in Americas from APRIL of 2018
cowboys367,18,Americas,12,Earned from Legend Ranking 39 in Americas from JUNE of 2018
DonnyDrake,18,Europe,2,Earned from Legend Ranking 853 in Europe from APRIL of 2018
DonnyDrake,18,Europe,4,Earned from Legend Ranking 406 in Europe from MAY of 2018
DonnyDrake,18,Europe,12,Earned from Legend Ranking 30 in Europe from JUNE of 2018
illsory,18,Asia-Pacific,2,Earned from Legend Ranking 819 in Americas from MAY of 2018
illsory,18,Asia-Pacific,1,Earned from Legend Ranking 3891 in Asia-Pacific from APRIL of 2018
illsory,18,Asia-Pacific,15,Earned from Legend Ranking 3 in Asia-Pacific from JUNE of 2018
Karomizu,18,Europe,4,Earned from placing 23 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Karomizu,18,Europe,4,Earned from Legend Ranking 340 in Europe from APRIL of 2018
Karomizu,18,Europe,4,Earned from Legend Ranking 337 in Europe from JUNE of 2018
Karomizu,18,Europe,6,Earned from Legend Ranking 129 in Europe from MAY of 2018
Kranich,18,Asia-Pacific,2,Earned from Legend Ranking 784 in Asia-Pacific from APRIL of 2018
Kranich,18,Asia-Pacific,12,Earned from Legend Ranking 27 in Asia-Pacific from MAY of 2018
Kranich,18,Asia-Pacific,4,Earned from Legend Ranking 221 in Americas from JUNE of 2018
LooGiiQQ,18,Europe,2,Earned from Legend Ranking 678 in Europe from MAY of 2018
LooGiiQQ,18,Europe,1,Earned from Legend Ranking 5795 in Europe from APRIL of 2018
LooGiiQQ,18,Europe,15,Earned from Legend Ranking 5 in Europe from JUNE of 2018
losefield,18,Asia-Pacific,6,Earned from Legend Ranking 130 in Asia-Pacific from MAY of 2018
losefield,18,Asia-Pacific,6,Earned from Legend Ranking 113 in Asia-Pacific from APRIL of 2018
losefield,18,Asia-Pacific,6,Earned from Legend Ranking 108 in Asia-Pacific from JUNE of 2018
Lucas,18,Americas,6,Earned from Legend Ranking 183 in Americas from MAY of 2018
Lucas,18,Americas,6,Earned from Legend Ranking 178 in Americas from APRIL of 2018
Lucas,18,Americas,6,Earned from Legend Ranking 129 in Americas from JUNE of 2018
NafBen,18,Europe,1,Earned from Legend Ranking 8155 in Europe from APRIL of 2018
NafBen,18,Europe,2,Earned from Legend Ranking 769 in Europe from MAY of 2018
NafBen,18,Europe,15,Earned from Legend Ranking 6 in Europe from JUNE of 2018
Nuko,18,Europe,4,Earned from placing 17 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Nuko,18,Europe,1,Earned from Legend Ranking 9418 in Europe from JUNE of 2018
Nuko,18,Europe,9,Earned from Legend Ranking 86 in Europe from APRIL of 2018
Nuko,18,Europe,4,Earned from Legend Ranking 419 in Europe from MAY of 2018
Otsuna,18,Europe,2,Earned from Legend Ranking 692 in Europe from JUNE of 2018
Otsuna,18,Europe,15,Earned from Legend Ranking 23 in Europe from APRIL of 2018
Otsuna,18,Europe,1,Earned from Legend Ranking 2286 in Europe from MAY of 2018
PillowHunter,18,Asia-Pacific,6,Earned from Legend Ranking 190 in Asia-Pacific from MAY of 2018
PillowHunter,18,Asia-Pacific,6,Earned from Legend Ranking 172 in Asia-Pacific from APRIL of 2018
PillowHunter,18,Asia-Pacific,6,Earned from Legend Ranking 154 in Americas from JUNE of 2018
Razzly,18,Asia-Pacific,2,Earned from Legend Ranking 892 in Asia-Pacific from JUNE of 2018
Razzly,18,Asia-Pacific,15,Earned from Legend Ranking 2 in Asia-Pacific from APRIL of 2018
Razzly,18,Asia-Pacific,1,Earned from Legend Ranking 1459 in Americas from MAY of 2018
RealTerror,18,Americas,6,Earned from placing 30 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
RealTerror,18,Americas,4,Earned from Legend Ranking 375 in Americas from JUNE of 2018
RealTerror,18,Americas,4,Earned from Legend Ranking 324 in Americas from MAY of 2018
RealTerror,18,Americas,4,Earned from Legend Ranking 262 in Americas from APRIL of 2018
Rikitikitavi,18,Europe,6,Earned from placing 25 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Rikitikitavi,18,Europe,9,Earned from Legend Ranking 87 in Europe from MAY of 2018
Rikitikitavi,18,Europe,2,Earned from Legend Ranking 628 in Europe from JUNE of 2018
Rikitikitavi,18,Europe,1,Earned from Legend Ranking 1615 in Asia-Pacific from APRIL of 2018
TeamAmerica,18,Americas,4,Earned from placing 26 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament
TeamAmerica,18,Americas,2,Earned from Legend Ranking 933 in Americas from MAY of 2018
TeamAmerica,18,Americas,6,Earned from Legend Ranking 161 in Americas from JUNE of 2018
TeamAmerica,18,Americas,6,Earned from Legend Ranking 154 in Americas from APRIL of 2018
wiz,18,Americas,6,Earned from placing 32 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
wiz,18,Americas,2,Earned from Legend Ranking 759 in Europe from APRIL of 2018
wiz,18,Americas,4,Earned from Legend Ranking 374 in Americas from MAY of 2018
wiz,18,Americas,6,Earned from Legend Ranking 180 in Americas from JUNE of 2018
Xelerator,18,Americas,9,Earned from Legend Ranking 90 in Americas from APRIL of 2018
Xelerator,18,Americas,9,Earned from Legend Ranking 74 in Asia-Pacific from MAY of 2018
Yogg,18,Europe,4,Earned from placing 22 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Yogg,18,Europe,4,Earned from Legend Ranking 299 in Europe from APRIL of 2018
Yogg,18,Europe,4,Earned from Legend Ranking 235 in Americas from JUNE of 2018
Yogg,18,Europe,6,Earned from Legend Ranking 167 in Europe from MAY of 2018
たろを,17,Asia-Pacific,4,Earned from Legend Ranking 413 in Asia-Pacific from MAY of 2018
たろを,17,Asia-Pacific,12,Earned from Legend Ranking 26 in Asia-Pacific from APRIL of 2018
たろを,17,Asia-Pacific,1,Earned from Legend Ranking 1570 in Asia-Pacific from JUNE of 2018
Baumgott,17,Europe,9,Earned from Legend Ranking 80 in Europe from MAY of 2018
Baumgott,17,Europe,4,Earned from Legend Ranking 393 in Europe from APRIL of 2018
Baumgott,17,Europe,4,Earned from Legend Ranking 209 in Europe from JUNE of 2018
bobbyex,17,Americas,9,Earned from Legend Ranking 93 in Americas from APRIL of 2018
bobbyex,17,Americas,4,Earned from Legend Ranking 298 in Americas from MAY of 2018
bobbyex,17,Americas,4,Earned from Legend Ranking 239 in Americas from JUNE of 2018
ComiX,17,Europe,9,Earned from Legend Ranking 67 in Europe from APRIL of 2018
ComiX,17,Europe,4,Earned from Legend Ranking 442 in Americas from MAY of 2018
ComiX,17,Europe,4,Earned from Legend Ranking 286 in Americas from JUNE of 2018
Daimonfrey,17,Europe,1,Earned from Legend Ranking 5748 in Europe from JUNE of 2018
Daimonfrey,17,Europe,4,Earned from Legend Ranking 363 in Europe from APRIL of 2018
Daimonfrey,17,Europe,12,Earned from Legend Ranking 26 in Europe from MAY of 2018
DenimBlue7,17,Europe,2,Earned from Legend Ranking 612 in Europe from JUNE of 2018
DenimBlue7,17,Europe,9,Earned from Legend Ranking 52 in Americas from APRIL of 2018
DenimBlue7,17,Europe,6,Earned from Legend Ranking 109 in Americas from MAY of 2018
DevilGhost,17,Europe,9,Earned from Legend Ranking 74 in Europe from JUNE of 2018
DevilGhost,17,Europe,4,Earned from Legend Ranking 494 in Europe from APRIL of 2018
DevilGhost,17,Europe,4,Earned from Legend Ranking 447 in Americas from MAY of 2018
DimitriKazov,17,Americas,9,Earned from Legend Ranking 69 in Americas from MAY of 2018
DimitriKazov,17,Americas,2,Earned from Legend Ranking 546 in Americas from APRIL of 2018
DimitriKazov,17,Americas,6,Earned from Legend Ranking 191 in Americas from JUNE of 2018
Diva,17,Asia-Pacific,9,Earned from Legend Ranking 84 in Americas from MAY of 2018
Diva,17,Asia-Pacific,4,Earned from Legend Ranking 233 in Asia-Pacific from APRIL of 2018
Diva,17,Asia-Pacific,4,Earned from Legend Ranking 223 in Americas from JUNE of 2018
DK07,17,Asia-Pacific,9,Earned from Legend Ranking 84 in Asia-Pacific from JUNE of 2018
DK07,17,Asia-Pacific,2,Earned from Legend Ranking 838 in Asia-Pacific from APRIL of 2018
DK07,17,Asia-Pacific,6,Earned from Legend Ranking 104 in Asia-Pacific from MAY of 2018
DWU,17,Americas,2,Earned from Legend Ranking 671 in Americas from APRIL of 2018
DWU,17,Americas,9,Earned from Legend Ranking 51 in Americas from JUNE of 2018
DWU,17,Americas,6,Earned from Legend Ranking 148 in Americas from MAY of 2018
蘇家宇,17,Asia-Pacific,2,Earned from Legend Ranking 982 in Asia-Pacific from JUNE of 2018
蘇家宇,17,Asia-Pacific,9,Earned from Legend Ranking 91 in Asia-Pacific from APRIL of 2018
蘇家宇,17,Asia-Pacific,6,Earned from Legend Ranking 131 in Asia-Pacific from MAY of 2018
김철진,17,Asia-Pacific,1,Earned from Legend Ranking 4775 in Asia-Pacific from JUNE of 2018
김철진,17,Asia-Pacific,15,Earned from Legend Ranking 15 in Asia-Pacific from MAY of 2018
김철진,17,Asia-Pacific,1,Earned from Legend Ranking 10932 in Asia-Pacific from APRIL of 2018
exigo,17,Europe,2,Earned from Legend Ranking 789 in Europe from JUNE of 2018
exigo,17,Europe,9,Earned from Legend Ranking 76 in Europe from APRIL of 2018
exigo,17,Europe,6,Earned from Legend Ranking 160 in Europe from MAY of 2018
굿보이,17,Asia-Pacific,9,Earned from Legend Ranking 93 in Asia-Pacific from MAY of 2018
굿보이,17,Asia-Pacific,2,Earned from Legend Ranking 921 in Asia-Pacific from APRIL of 2018
굿보이,17,Asia-Pacific,6,Earned from Legend Ranking 144 in Asia-Pacific from JUNE of 2018
FirstChance,17,Asia-Pacific,15,Earned from Legend Ranking 5 in Asia-Pacific from JUNE of 2018
FirstChance,17,Asia-Pacific,1,Earned from Legend Ranking 1543 in Asia-Pacific from MAY of 2018
FirstChance,17,Asia-Pacific,1,Earned from Legend Ranking 1002 in Asia-Pacific from APRIL of 2018
Florindo,17,Europe,9,Earned from Legend Ranking 58 in Europe from APRIL of 2018
Florindo,17,Europe,4,Earned from Legend Ranking 451 in Europe from JUNE of 2018
Florindo,17,Europe,4,Earned from Legend Ranking 260 in Americas from MAY of 2018
fririn,17,Asia-Pacific,1,Earned from Legend Ranking 5012 in Asia-Pacific from JUNE of 2018
fririn,17,Asia-Pacific,15,Earned from Legend Ranking 5 in Asia-Pacific from MAY of 2018
fririn,17,Asia-Pacific,1,Earned from Legend Ranking 2599 in Asia-Pacific from APRIL of 2018
FuF,17,Asia-Pacific,2,Earned from Legend Ranking 897 in Asia-Pacific from MAY of 2018
FuF,17,Asia-Pacific,15,Earned from Legend Ranking 11 in Asia-Pacific from JUNE of 2018
Gaara,17,Europe,9,Earned from Legend Ranking 75 in Asia-Pacific from MAY of 2018
Gaara,17,Europe,4,Earned from Legend Ranking 302 in Americas from JUNE of 2018
Gaara,17,Europe,4,Earned from Legend Ranking 302 in Americas from APRIL of 2018
Gaboumme,17,Europe,4,Earned from Legend Ranking 263 in Europe from MAY of 2018
Gaboumme,17,Europe,12,Earned from Legend Ranking 26 in Europe from APRIL of 2018
Gaboumme,17,Europe,1,Earned from Legend Ranking 1709 in Europe from JUNE of 2018
Garchomp,17,Asia-Pacific,6,Earned from placing 31 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
Garchomp,17,Asia-Pacific,9,Earned from Legend Ranking 83 in Asia-Pacific from APRIL of 2018
Garchomp,17,Asia-Pacific,1,Earned from Legend Ranking 7928 in Asia-Pacific from MAY of 2018
Garchomp,17,Asia-Pacific,1,Earned from Legend Ranking 6319 in Asia-Pacific from JUNE of 2018
Goddraw,17,Americas,12,Earned from Legend Ranking 42 in Americas from MAY of 2018
Goddraw,17,Americas,1,Earned from Legend Ranking 3694 in Americas from JUNE of 2018
Goddraw,17,Americas,4,Earned from Legend Ranking 251 in Americas from APRIL of 2018
Guiyze,17,Americas,6,Earned from placing 9 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament was
Guiyze,17,Americas,4,Earned from Legend Ranking 348 in Americas from APRIL of 2018
Guiyze,17,Americas,6,Earned from Legend Ranking 186 in Americas from MAY of 2018
Guiyze,17,Americas,1,Earned from Legend Ranking 1267 in Americas from JUNE of 2018
Gusonaj,17,Europe,9,Earned from Legend Ranking 55 in Americas from APRIL of 2018
Gusonaj,17,Europe,4,Earned from Legend Ranking 470 in Americas from JUNE of 2018
Gusonaj,17,Europe,4,Earned from Legend Ranking 238 in Europe from MAY of 2018
양봉꾼,17,Asia-Pacific,1,Earned from Legend Ranking 5597 in Asia-Pacific from JUNE of 2018
양봉꾼,17,Asia-Pacific,12,Earned from Legend Ranking 40 in Asia-Pacific from APRIL of 2018
양봉꾼,17,Asia-Pacific,4,Earned from Legend Ranking 235 in Asia-Pacific from MAY of 2018
호르몬,17,Asia-Pacific,1,Earned from Legend Ranking 4763 in Asia-Pacific from JUNE of 2018
호르몬,17,Asia-Pacific,1,Earned from Legend Ranking 1492 in Asia-Pacific from APRIL of 2018
호르몬,17,Asia-Pacific,15,Earned from Legend Ranking 10 in Asia-Pacific from MAY of 2018
IrvinG,17,Americas,9,Earned from Legend Ranking 71 in Asia-Pacific from APRIL of 2018
